C:\Users\eric\Documents\ML - ver2\data_2017-05-23-09-20-44.csv,linear scale factor,100
time,posX,posY,posZ,angAlpha,angBeta,angGamma,velX,velY,velZ,aVelAlpha,aVelBeta,aVelGamma
09:20:44.326 AM,311.3415, 133.5858, -216.0764,346.8556, 114.9026, 346.6286,311.3415, 133.5858, -216.0764,346.8556, 114.9026, 346.6286
09:20:44.330 AM,311.3415, 133.5858, -216.0764,346.8556, 114.9026, 346.6286,0, 0, 0,0, 0, 0
09:20:44.580 AM,311.3464, 133.5796, -216.0753,346.8596, 114.9021, 346.6267,0.004882813, -0.006195068, 0.001083374,0.003997803, -0.0004653931, -0.00189209
09:20:44.595 AM,311.3961, 133.4854, -216.0394,346.8601, 114.8801, 346.6062,0.04977417, -0.09420776, 0.03587341,0.0005187988, -0.02203369, -0.02050781
09:20:44.609 AM,311.3614, 133.5215, -216.0581,346.8633, 114.8852, 346.6175,-0.03479004, 0.03607178, -0.01861572,0.003173828, 0.005111694, 0.01126099
09:20:44.616 AM,311.3771, 133.5089, -216.0635,346.8654, 114.8753, 346.6113,0.01574707, -0.01255798, -0.005462646,0.002075195, -0.009895325, -0.006134033
09:20:44.624 AM,311.3653, 133.4889, -216.0878,346.8501, 114.885, 346.5905,-0.01184082, -0.01998901, -0.02423096,-0.01522827, 0.009674072, -0.02084351
09:20:44.635 AM,311.3934, 133.5081, -216.0753,346.8682, 114.8756, 346.6068,0.02810669, 0.01914978, 0.01245117,0.01809692, -0.009414673, 0.0163269
09:20:44.657 AM,311.4091, 133.5002, -216.0382,346.873, 114.877, 346.61,0.01571655, -0.007873535, 0.03712463,0.00479126, 0.001426697, 0.003234863
09:20:44.670 AM,311.4122, 133.5188, -216.0308,346.8633, 114.8714, 346.6161,0.003112793, 0.01858521, 0.007339478,-0.009674072, -0.00553894, 0.006011963
09:20:44.679 AM,311.3812, 133.5131, -216.0442,346.8637, 114.8878, 346.6098,-0.03100586, -0.005661011, -0.0133667,0.0003356934, 0.01635742, -0.006256104
09:20:44.690 AM,311.3993, 133.4944, -216.029,346.8538, 114.877, 346.6049,0.01812744, -0.01873779, 0.0151825,-0.009887695, -0.01076508, -0.004943848
09:20:44.701 AM,311.3705, 133.4987, -216.033,346.8519, 114.8916, 346.6034,-0.02880859, 0.004333496, -0.003967285,-0.001861572, 0.01460266, -0.001464844
09:20:44.712 AM,311.3568, 133.4966, -216.0357,346.859, 114.902, 346.605,-0.01373291, -0.002166748, -0.002731323,0.007080078, 0.01039124, 0.001647949
09:20:44.724 AM,311.3591, 133.4971, -216.0322,346.8408, 114.8989, 346.5996,0.002288818, 0.0005340576, 0.003479004,-0.01818848, -0.003128052, -0.005432129
09:20:44.735 AM,311.3827, 133.5155, -216.018,346.8542, 114.8841, 346.617,0.02362061, 0.01837158, 0.01428223,0.0133667, -0.0148468, 0.01739502
09:20:44.749 AM,311.3823, 133.4454, -216.0438,346.8468, 114.8917, 346.5792,-0.0003967285, -0.07008362, -0.02581787,-0.007354736, 0.007667542, -0.03781128
09:20:44.758 AM,311.3736, 133.4879, -216.0329,346.8435, 114.8897, 346.6001,-0.008666992, 0.04251099, 0.01086426,-0.003295898, -0.002037048, 0.02093506
09:20:44.768 AM,311.364, 133.5006, -216.0293,346.8556, 114.8925, 346.6104,-0.009643555, 0.01271057, 0.003585815,0.01205444, 0.002822876, 0.01022339
09:20:44.781 AM,311.3651, 133.4715, -216.0233,346.8391, 114.895, 346.5932,0.00112915, -0.02906799, 0.006027222,-0.01654053, 0.002464294, -0.0171814
09:20:44.791 AM,311.3586, 133.4909, -216.0426,346.8633, 114.9033, 346.5999,-0.006530762, 0.01934814, -0.01933289,0.02423096, 0.00831604, 0.00668335
09:20:44.802 AM,311.3946, 133.5024, -216.0318,346.8666, 114.8786, 346.6154,0.03601074, 0.01152039, 0.010849,0.003356934, -0.02472687, 0.01556396
09:20:44.813 AM,311.3748, 133.4805, -216.0445,346.8562, 114.891, 346.6022,-0.01983643, -0.0218811, -0.01274109,-0.01040649, 0.0124054, -0.01318359
09:20:44.827 AM,311.3771, 133.4704, -216.0665,346.8608, 114.8958, 346.5907,0.002319336, -0.01011658, -0.02200317,0.004608154, 0.004821777, -0.01156616
09:20:44.835 AM,311.3541, 133.4994, -216.0602,346.864, 114.904, 346.6025,-0.02294922, 0.02894592, 0.006362915,0.003112793, 0.008224487, 0.0118103
09:20:44.847 AM,311.3816, 133.4848, -216.06,346.8605, 114.8886, 346.5944,0.02746582, -0.01457214, 0.0001220703,-0.003417969, -0.0153656, -0.008117676
09:20:44.858 AM,311.3501, 133.4902, -216.0634,346.8567, 114.9043, 346.5992,-0.03152466, 0.005371094, -0.003311157,-0.003875732, 0.015625, 0.004821777
09:20:44.869 AM,311.3646, 133.5218, -216.041,346.8612, 114.8906, 346.6145,0.01449585, 0.03166199, 0.02236938,0.004516602, -0.01367188, 0.01535034
09:20:44.880 AM,311.3402, 133.4966, -216.0607,346.8543, 114.9085, 346.5983,-0.02438354, -0.0252533, -0.01974487,-0.006835938, 0.01792145, -0.01623535
09:20:44.893 AM,311.3627, 133.5334, -216.0581,346.8461, 114.8919, 346.6062,0.02252197, 0.03688049, 0.002670288,-0.008270264, -0.01665497, 0.007873535
09:20:44.906 AM,311.3504, 133.484, -216.0871,346.8511, 114.9044, 346.5897,-0.01226807, -0.04946899, -0.02902222,0.005065918, 0.01255798, -0.01651001
09:20:44.913 AM,311.3354, 133.4551, -216.1112,346.851, 114.9131, 346.5731,-0.01504517, -0.02886963, -0.02409363,-0.0001831055, 0.008659363, -0.01654053
09:20:44.924 AM,311.3741, 133.4466, -216.0851,346.8694, 114.8914, 346.5834,0.03875732, -0.008529663, 0.02612305,0.01846313, -0.02170563, 0.01025391
09:20:44.936 AM,311.3674, 133.4702, -216.0784,346.8611, 114.8929, 346.5896,-0.006744385, 0.02365112, 0.006607056,-0.008331299, 0.001472473, 0.006256104
09:20:44.947 AM,311.3509, 133.4652, -216.0961,346.8714, 114.9019, 346.5887,-0.01654053, -0.005065918, -0.01766968,0.01034546, 0.009017944, -0.0009155273
09:20:44.958 AM,311.3615, 133.4952, -216.0979,346.8615, 114.8922, 346.5948,0.01065063, 0.0300293, -0.001785278,-0.009887695, -0.009712219, 0.006134033
09:20:44.969 AM,311.357, 133.5251, -216.0868,346.8578, 114.8912, 346.6035,-0.004547119, 0.02987671, 0.01106262,-0.003723145, -0.0009155273, 0.00869751
09:20:44.981 AM,311.3776, 133.5264, -216.0718,346.8504, 114.8802, 346.6036,0.02059937, 0.001312256, 0.01504517,-0.007446289, -0.01106262, 6.103516E-05
09:20:44.992 AM,311.3562, 133.514, -216.0951,346.8531, 114.8958, 346.5928,-0.02139282, -0.0124054, -0.02334595,0.0027771, 0.01566315, -0.01077271
09:20:45.004 AM,311.3614, 133.4797, -216.1042,346.8535, 114.8985, 346.576,0.005218506, -0.03425598, -0.009017944,0.0003051758, 0.002693176, -0.01687622
09:20:45.014 AM,311.338, 133.5143, -216.0954,346.8527, 114.9114, 346.5936,-0.02340698, 0.03459167, 0.008804321,-0.0007324219, 0.01284027, 0.01760864
09:20:45.025 AM,311.3845, 133.5118, -216.0876,346.8493, 114.8881, 346.5877,0.04650879, -0.002487183, 0.007766724,-0.003448486, -0.02327728, -0.005889893
09:20:45.036 AM,311.3531, 133.5302, -216.0938,346.8516, 114.9036, 346.5949,-0.03140259, 0.01841736, -0.006240845,0.002288818, 0.01550293, 0.007202148
09:20:45.048 AM,311.3431, 133.5524, -216.0913,346.8522, 114.9064, 346.6052,-0.009979248, 0.02212524, 0.002487183,0.0006408691, 0.002799988, 0.01034546
09:20:45.070 AM,311.3453, 133.5297, -216.0821,346.8567, 114.905, 346.6022,0.002166748, -0.02267456, 0.009262085,0.004486084, -0.001449585, -0.003051758
09:20:45.078 AM,311.324, 133.5633, -216.0811,346.8374, 114.9119, 346.6089,-0.02124023, 0.03361511, 0.001022339,-0.01925659, 0.006904602, 0.00668335
09:20:45.092 AM,311.3519, 133.5391, -216.1014,346.8508, 114.9017, 346.5911,0.02783203, -0.02420044, -0.02037048,0.01333618, -0.01012421, -0.01773071
09:20:45.103 AM,311.3535, 133.5573, -216.0988,346.859, 114.9036, 346.5998,0.001586914, 0.01820374, 0.002609253,0.008239746, 0.001869202, 0.008666992
09:20:45.115 AM,311.3575, 133.5862, -216.0783,346.8611, 114.8997, 346.6157,0.004089355, 0.02891541, 0.02049255,0.002044678, -0.003944397, 0.01593018
09:20:45.127 AM,311.3785, 133.5757, -216.0799,346.8633, 114.8919, 346.607,0.02096558, -0.01057434, -0.001571655,0.002288818, -0.007804871, -0.008758545
09:20:45.137 AM,311.4068, 133.5685, -216.0806,346.8686, 114.887, 346.606,0.02828979, -0.007125854, -0.0007476807,0.005249023, -0.004898071, -0.0009460449
09:20:45.148 AM,311.3948, 133.5427, -216.1122,346.8622, 114.8925, 346.5861,-0.01199341, -0.02580261, -0.03153992,-0.006439209, 0.00554657, -0.01989746
09:20:45.159 AM,311.3717, 133.5514, -216.0946,346.8477, 114.9017, 346.5959,-0.02313232, 0.008636475, 0.0176239,-0.0144043, 0.00919342, 0.00982666
09:20:45.190 AM,311.3558, 133.5455, -216.0995,346.8335, 114.9032, 346.5887,-0.01589966, -0.005844116, -0.004898071,-0.01428223, 0.001541138, -0.007293701
09:20:45.204 AM,311.3455, 133.5474, -216.1177,346.8458, 114.9073, 346.59,-0.01031494, 0.001922607, -0.01826477,0.0123291, 0.004058838, 0.001373291
09:20:45.219 AM,311.3409, 133.5491, -216.1229,346.8425, 114.9092, 346.5882,-0.004516602, 0.001647949, -0.005187988,-0.003265381, 0.001899719, -0.001831055
09:20:45.226 AM,311.367, 133.5328, -216.0926,346.8535, 114.8925, 346.5963,0.02603149, -0.01626587, 0.03027344,0.01095581, -0.01670837, 0.008087158
09:20:45.237 AM,311.3431, 133.5798, -216.0876,346.8409, 114.8966, 346.614,-0.02386475, 0.04693604, 0.004989624,-0.01263428, 0.004066467, 0.01776123
09:20:45.249 AM,311.382, 133.5455, -216.0637,346.8372, 114.8812, 346.6009,0.03890991, -0.03421021, 0.02392578,-0.003631592, -0.01539612, -0.01318359
09:20:45.261 AM,311.3356, 133.5289, -216.0742,346.8419, 114.9079, 346.5968,-0.04641724, -0.01660156, -0.01051331,0.004669189, 0.02672577, -0.00402832
09:20:45.271 AM,311.3409, 133.5157, -216.0785,346.8223, 114.899, 346.5903,0.005340576, -0.01319885, -0.00428772,-0.01956177, -0.008926392, -0.006561279
09:20:45.282 AM,311.3503, 133.5096, -216.0625,346.871, 114.9018, 346.6073,0.009368896, -0.006118774, 0.01602173,0.04867554, 0.002845764, 0.01702881
09:20:45.293 AM,311.3137, 133.5344, -216.068,346.8442, 114.9147, 346.6106,-0.03659058, 0.02479553, -0.005477905,-0.02679443, 0.01287079, 0.003326416
09:20:45.304 AM,311.3245, 133.4955, -216.0725,346.8467, 114.9126, 346.5941,0.01077271, -0.03889465, -0.00453186,0.002532959, -0.002052307, -0.01657104
09:20:45.316 AM,311.2959, 133.5257, -216.0839,346.8256, 114.9186, 346.5997,-0.02859497, 0.03018188, -0.0113678,-0.02111816, 0.005966187, 0.00567627
09:20:45.331 AM,311.3297, 133.4709, -216.0816,346.8589, 114.9111, 346.5864,0.03381348, -0.05480957, 0.002288818,0.0333252, -0.007484436, -0.01333618
