C:\Users\eric\Documents\ML - ver2\data_2017-05-22-14-48-34.csv,linear scale factor,100
time,posX,posY,posZ,angAlpha,angBeta,angGamma,velX,velY,velZ,aVelAlpha,aVelBeta,aVelGamma
02:48:34.429 PM,62.79548, 141.2189, -248.9427,354.7041, 223.2222, 349.4467,62.79548, 141.2189, -248.9427,354.7041, 223.2222, 349.4467
02:48:34.433 PM,62.79548, 141.2189, -248.9427,354.7041, 223.2222, 349.4467,0, 0, 0,0, 0, 0
02:48:34.611 PM,62.79597, 141.2175, -248.9433,354.7057, 223.2222, 349.4475,0.0004920959, -0.001358032, -0.0005340576,0.001617432, 3.051758E-05, 0.0007629395
02:48:34.621 PM,62.85015, 141.28, -248.9691,354.714, 223.204, 349.4738,0.05418015, 0.06246948, -0.02581787,0.008270264, -0.01820374, 0.02633667
02:48:34.628 PM,62.83095, 141.2854, -248.9471,354.7107, 223.2171, 349.4742,-0.019207, 0.005432129, 0.02203369,-0.003265381, 0.01313782, 0.0004272461
02:48:34.643 PM,62.79805, 141.2537, -248.932,354.7051, 223.2326, 349.4605,-0.03290176, -0.03175354, 0.01504517,-0.005584717, 0.01544189, -0.01376343
02:48:34.664 PM,62.82489, 141.3374, -248.9274,354.7164, 223.2313, 349.4968,0.02684784, 0.08374023, 0.004638672,0.01126099, -0.001281738, 0.03631592
02:48:34.672 PM,62.82349, 141.3097, -248.9364,354.7123, 223.2238, 349.4848,-0.001407623, -0.02766418, -0.009048462,-0.004119873, -0.007461548, -0.01199341
02:48:34.683 PM,62.83854, 141.3222, -248.9454,354.7288, 223.2225, 349.4999,0.01505661, 0.01248169, -0.00894165,0.01651001, -0.001312256, 0.01507568
02:48:34.696 PM,62.84706, 141.3288, -248.9523,354.7234, 223.2162, 349.4988,0.008522034, 0.006622314, -0.006973267,-0.005401611, -0.006286621, -0.001037598
02:48:34.705 PM,62.85143, 141.3692, -248.9365,354.7178, 223.2185, 349.5075,0.004364014, 0.04040527, 0.0158844,-0.005554199, 0.002258301, 0.008636475
02:48:34.716 PM,62.85236, 141.3953, -248.927,354.7204, 223.2223, 349.5178,0.0009307861, 0.02601624, 0.009490967,0.002563477, 0.003829956, 0.01031494
02:48:34.727 PM,62.839, 141.3108, -248.9417,354.7257, 223.2235, 349.4932,-0.01336288, -0.08444214, -0.01473999,0.005279541, 0.001205444, -0.02462769
02:48:34.739 PM,62.83383, 141.3108, -248.9402,354.7101, 223.2208, 349.4832,-0.0051651, -6.103516E-05, 0.001480103,-0.01559448, -0.002731323, -0.009979248
02:48:34.750 PM,62.85178, 141.324, -248.9549,354.7313, 223.2185, 349.502,0.01794434, 0.01321411, -0.01463318,0.02124023, -0.002334595, 0.01882935
02:48:34.761 PM,62.84974, 141.3069, -248.9565,354.7343, 223.2209, 349.4997,-0.002040863, -0.01707458, -0.001647949,0.002929688, 0.00239563, -0.002349854
02:48:34.772 PM,62.81118, 141.3155, -248.9189,354.7244, 223.2367, 349.4944,-0.03855133, 0.008605957, 0.03764343,-0.009887695, 0.01585388, -0.005279541
02:48:34.784 PM,62.81195, 141.2878, -248.9287,354.7176, 223.2299, 349.4802,0.0007629395, -0.02767944, -0.00982666,-0.006744385, -0.006790161, -0.01422119
02:48:34.795 PM,62.79435, 141.2522, -248.923,354.7149, 223.2358, 349.4668,-0.0175972, -0.03559875, 0.005661011,-0.002716064, 0.005905151, -0.0133667
02:48:34.806 PM,62.77249, 141.2823, -248.8997,354.6883, 223.2393, 349.4564,-0.02186203, 0.03009033, 0.02337646,-0.02658081, 0.003433228, -0.01043701
02:48:34.817 PM,62.73506, 141.1426, -248.9102,354.7025, 223.2517, 349.421,-0.03742981, -0.1397095, -0.01051331,0.01412964, 0.01242065, -0.03540039
02:48:34.829 PM,62.75841, 141.2014, -248.914,354.7089, 223.2447, 349.4444,0.02335358, 0.05882263, -0.003814697,0.006408691, -0.007003784, 0.02340698
02:48:34.843 PM,62.74898, 141.2784, -248.8762,354.711, 223.2631, 349.4702,-0.009429932, 0.07699585, 0.03775024,0.00213623, 0.0184021, 0.02578735
02:48:34.850 PM,62.81111, 141.2988, -248.9319,354.7329, 223.232, 349.4937,0.06212997, 0.02035522, -0.05561829,0.02194214, -0.03106689, 0.02349854
02:48:34.861 PM,62.77956, 141.3128, -248.8945,354.7216, 223.2504, 349.4893,-0.03155518, 0.01400757, 0.03738403,-0.01135254, 0.01838684, -0.004302979
02:48:34.873 PM,62.77686, 141.2528, -248.9151,354.7005, 223.2361, 349.4535,-0.002693176, -0.0599823, -0.02059937,-0.02105713, -0.01434326, -0.03585815
02:48:34.884 PM,62.78317, 141.2524, -248.9245,354.7123, 223.2345, 349.46,0.006305695, -0.0003662109, -0.009429932,0.01174927, -0.001556396, 0.006530762
02:48:34.895 PM,62.78965, 141.3319, -248.9011,354.6948, 223.2381, 349.4726,0.006484985, 0.079422, 0.02337646,-0.01745605, 0.003646851, 0.01260376
02:48:34.906 PM,62.80746, 141.3014, -248.9323,354.7175, 223.2312, 349.4815,0.01781082, -0.03044128, -0.03114319,0.02267456, -0.006912231, 0.008880615
02:48:34.918 PM,62.79066, 141.2735, -248.9254,354.711, 223.2375, 349.4673,-0.01680756, -0.02792358, 0.006835938,-0.006500244, 0.006256104, -0.01416016
02:48:34.929 PM,62.78163, 141.3103, -248.9071,354.7025, 223.2433, 349.4725,-0.009025574, 0.03678894, 0.01834106,-0.008514404, 0.005783081, 0.005157471
02:48:34.940 PM,62.78539, 141.2756, -248.9291,354.7109, 223.2383, 349.4659,0.003753662, -0.03468323, -0.02200317,0.008422852, -0.004974365, -0.006652832
02:48:34.951 PM,62.79242, 141.2778, -248.9335,354.7093, 223.2342, 349.4663,0.007034302, 0.002227783, -0.00440979,-0.001647949, -0.004135132, 0.0004577637
02:48:34.964 PM,62.79223, 141.2946, -248.9269,354.7146, 223.2384, 349.4751,-0.0001907349, 0.01672363, 0.006622314,0.005371094, 0.004226685, 0.008758545
02:48:34.973 PM,62.7768, 141.2999, -248.9175,354.7159, 223.2468, 349.4789,-0.01542664, 0.005386353, 0.009353638,0.001281738, 0.008377075, 0.003845215
02:48:34.984 PM,62.77987, 141.2898, -248.924,354.7065, 223.2407, 349.47,0.003067017, -0.01011658, -0.006484985,-0.009429932, -0.006088257, -0.008880615
02:48:34.995 PM,62.78372, 141.2448, -248.9449,354.7183, 223.2371, 349.4632,0.00384903, -0.04502869, -0.0209198,0.0118103, -0.003570557, -0.006835938
02:48:35.007 PM,62.69646, 141.0311, -248.9236,354.6807, 223.265, 349.3785,-0.0872612, -0.2136841, 0.02134705,-0.03756714, 0.02793884, -0.08465576
02:48:35.018 PM,65.80074, 139.3606, -252.3946,355.4182, 221.3147, 349.3528,3.104279, -1.670486, -3.470993,0.7374573, -1.950302, -0.02575684
02:48:35.030 PM,64.8237, 140.2279, -251.1448,354.9679, 221.903, 349.3152,-0.9770355, 0.8672943, 1.249741,-0.4502563, 0.5882874, -0.03753662
02:48:35.040 PM,64.26006, 141.5557, -250.0965,354.3966, 222.2379, 349.3625,-0.5636368, 1.327789, 1.04837,-0.5712891, 0.3348389, 0.04727173
02:48:35.051 PM,63.86633, 141.5366, -249.739,354.4832, 222.5165, 349.399,-0.393734, -0.01914978, 0.3574371,0.08657837, 0.278656, 0.03649902
02:48:35.062 PM,64.70263, 140.8881, -250.7687,354.7333, 221.9852, 349.3709,0.8362999, -0.6484375, -1.029678,0.250061, -0.5313568, -0.02813721
02:48:35.074 PM,64.81476, 141.0181, -250.8408,354.845, 221.9662, 349.4934,0.1121292, 0.1299744, -0.07208252,0.1117249, -0.01895142, 0.1225281
02:48:35.085 PM,64.31999, 141.3116, -250.2914,354.7711, 222.289, 349.5339,-0.4947662, 0.2935486, 0.5494232,-0.07394409, 0.3227844, 0.04052734
02:48:35.096 PM,64.23383, 141.0034, -250.3207,354.6717, 222.2679, 349.3588,-0.08616638, -0.3082581, -0.02932739,-0.09936523, -0.02107239, -0.1751099
02:48:35.107 PM,64.06453, 140.904, -250.1888,354.6698, 222.3676, 349.3254,-0.1692963, -0.09938049, 0.131897,-0.001922607, 0.09970093, -0.03344727
02:48:35.119 PM,63.9364, 140.9593, -250.0504,354.6379, 222.4451, 349.3205,-0.1281281, 0.05529785, 0.1383667,-0.03182983, 0.07751465, -0.00491333
02:48:35.130 PM,64.13857, 140.9754, -250.2416,354.6992, 222.338, 349.3695,0.2021637, 0.0160675, -0.1911621,0.06121826, -0.107132, 0.04904175
02:48:35.141 PM,64.15925, 141.0387, -250.243,354.7276, 222.3421, 349.4104,0.02068329, 0.06335449, -0.001434326,0.02844238, 0.004074097, 0.04089355
02:48:35.152 PM,64.19398, 141.0245, -250.2799,354.7271, 222.3176, 349.4056,0.03473663, -0.01419067, -0.03689575,-0.0005187988, -0.02452087, -0.004821777
02:48:35.163 PM,64.14982, 140.9867, -250.2509,354.6884, 222.328, 349.3655,-0.04416656, -0.03787231, 0.02905273,-0.03869629, 0.01046753, -0.0401001
02:48:35.174 PM,64.07878, 141.0844, -250.1361,354.6435, 222.3732, 349.3646,-0.07103729, 0.09777832, 0.1148071,-0.04492188, 0.0451355, -0.0009155273
02:48:35.185 PM,63.92964, 141.197, -249.959,354.6319, 222.4791, 349.3913,-0.1491394, 0.1125336, 0.1770935,-0.01153564, 0.1059265, 0.02676392
02:48:35.196 PM,64.1153, 141.1588, -250.1526,354.6571, 222.3601, 349.3992,0.1856537, -0.03817749, -0.1936493,0.02520752, -0.118988, 0.007904053
02:48:35.208 PM,64.12955, 141.0415, -250.2005,354.7118, 222.3576, 349.3984,0.01425171, -0.1172638, -0.04785156,0.05465698, -0.0025177, -0.0008239746
02:48:35.219 PM,64.08456, 141.2654, -250.0737,354.6541, 222.3951, 349.4324,-0.04498291, 0.2238617, 0.1267548,-0.05773926, 0.0375061, 0.0340271
02:48:35.231 PM,64.0532, 141.2727, -250.044,354.662, 222.4184, 349.4401,-0.03136444, 0.007278442, 0.02967834,0.007904053, 0.02325439, 0.007629395
02:48:35.241 PM,64.1489, 141.1165, -250.1898,354.7033, 222.3522, 349.4189,0.09570313, -0.1562042, -0.145813,0.04138184, -0.06619263, -0.02111816
02:48:35.253 PM,64.09727, 141.2112, -250.1057,354.6886, 222.3936, 349.4399,-0.05162811, 0.09472656, 0.08413696,-0.01470947, 0.04139709, 0.02096558
02:48:35.264 PM,64.1691, 141.0854, -250.2272,354.726, 222.3429, 349.4207,0.07182312, -0.1258392, -0.12146,0.03735352, -0.0506897, -0.01922607
02:48:35.275 PM,64.14613, 141.3185, -250.1105,354.6559, 222.366, 349.4538,-0.02296448, 0.2331543, 0.1167145,-0.07006836, 0.02311707, 0.03308105
02:48:35.286 PM,64.09554, 141.1439, -250.1288,354.6889, 222.3884, 349.418,-0.05059052, -0.1745911, -0.01838684,0.03302002, 0.02236938, -0.0357666
02:48:35.297 PM,64.06405, 141.126, -250.1097,354.6843, 222.4015, 349.4088,-0.03149414, -0.01791382, 0.01914978,-0.004669189, 0.01316833, -0.009246826
02:48:35.308 PM,64.04663, 141.2285, -250.0529,354.662, 222.4186, 349.4288,-0.01741791, 0.1025238, 0.05680847,-0.02227783, 0.01712036, 0.02008057
02:48:35.319 PM,64.09686, 141.2043, -250.1134,354.6827, 222.3898, 349.4354,0.0502243, -0.02420044, -0.06054688,0.02072144, -0.02882385, 0.006530762
02:48:35.331 PM,64.13953, 141.2355, -250.1411,354.7006, 222.3741, 349.4575,0.04267883, 0.03117371, -0.02767944,0.01785278, -0.01573181, 0.02209473
02:48:35.342 PM,64.13589, 141.2518, -250.1239,354.6901, 222.3755, 349.4538,-0.003646851, 0.01628113, 0.01716614,-0.01046753, 0.001434326, -0.003662109
02:48:35.353 PM,64.14606, 141.2421, -250.1401,354.6964, 222.3699, 349.4535,0.01016998, -0.009689331, -0.01617432,0.006256104, -0.005645752, -0.0003051758
02:48:35.364 PM,64.11927, 141.2806, -250.1065,354.6796, 222.3819, 349.4524,-0.0267868, 0.03852844, 0.03364563,-0.01678467, 0.01199341, -0.001098633
02:48:35.375 PM,64.11052, 141.124, -250.1485,354.6815, 222.3704, 349.4035,-0.008750916, -0.1566315, -0.04200745,0.001922607, -0.01144409, -0.04891968
02:48:35.386 PM,64.11171, 141.2123, -250.1189,354.6742, 222.3772, 349.427,0.001190186, 0.08828735, 0.02960205,-0.007263184, 0.006774902, 0.02352905
02:48:35.397 PM,64.1108, 141.2267, -250.1157,354.6963, 222.3897, 349.4451,-0.0009078979, 0.0144043, 0.003219604,0.02203369, 0.01252747, 0.01806641
02:48:35.408 PM,64.13994, 141.2695, -250.1272,354.7015, 222.3774, 349.4624,0.02913666, 0.04278564, -0.01148987,0.005218506, -0.01231384, 0.0173645
02:48:35.420 PM,64.1115, 141.288, -250.0919,354.6873, 222.3929, 349.4575,-0.02844238, 0.01855469, 0.03521729,-0.01422119, 0.01550293, -0.004974365
02:48:35.433 PM,64.14056, 141.2455, -250.1319,354.6752, 222.3657, 349.4351,0.02906036, -0.04251099, -0.03996277,-0.01202393, -0.02720642, -0.02233887
02:48:35.443 PM,64.20233, 141.2654, -250.1892,354.7205, 222.338, 349.4762,0.06177521, 0.01983643, -0.05726624,0.04522705, -0.02775574, 0.04110718
02:48:35.454 PM,64.2518, 141.4107, -250.1875,354.74, 222.3307, 349.5377,0.04946899, 0.1453247, 0.001663208,0.01953125, -0.007293701, 0.06149292
02:48:35.465 PM,64.4332, 141.4198, -250.3642,354.7757, 222.2238, 349.5629,0.1813965, 0.009094238, -0.1766663,0.03573608, -0.1068115, 0.02520752
