C:\Users\eric\Documents\ML - ver2\data_2017-05-22-14-51-33.csv,linear scale factor,100
time,posX,posY,posZ,angAlpha,angBeta,angGamma,velX,velY,velZ,aVelAlpha,aVelBeta,aVelGamma
02:51:33.644 PM,115.9885, 141.7923, -286.7267,351.6201, 191.3995, 348.8391,115.9885, 141.7923, -286.7267,351.6201, 191.3995, 348.8391
02:51:33.648 PM,115.9885, 141.7923, -286.7267,351.6201, 191.3995, 348.8391,0, 0, 0,0, 0, 0
02:51:33.823 PM,115.9872, 141.7919, -286.7257,351.6212, 191.4004, 348.84,-0.001335144, -0.0004272461, 0.00100708,0.001159668, 0.0008850098, 0.0008544922
02:51:33.832 PM,116.0354, 141.9418, -286.7353,351.6148, 191.3729, 348.8702,0.04821014, 0.1498871, -0.00958252,-0.006378174, -0.02748108, 0.03018188
02:51:33.844 PM,116.0287, 141.9619, -286.7263,351.6168, 191.3766, 348.8771,-0.006706238, 0.0201416, 0.008972168,0.001953125, 0.003707886, 0.006896973
02:51:33.860 PM,116.0389, 141.9467, -286.7495,351.6088, 191.3719, 348.8708,0.01025391, -0.01524353, -0.02322388,-0.007965088, -0.004699707, -0.006286621
02:51:33.878 PM,116.0642, 141.9391, -286.7743,351.6086, 191.3574, 348.8667,0.02526093, -0.007568359, -0.02471924,-0.0001831055, -0.01445007, -0.004089355
02:51:33.900 PM,116.0249, 141.9124, -286.7437,351.6025, 191.3778, 348.8531,-0.03926849, -0.02671814, 0.03060913,-0.006164551, 0.02032471, -0.0135498
02:51:33.923 PM,116.0388, 141.9422, -286.7362,351.6015, 191.3705, 348.8657,0.01390076, 0.02981567, 0.007415771,-0.0009460449, -0.00730896, 0.01251221
02:51:33.935 PM,115.9123, 141.9025, -286.6801,351.6182, 191.4411, 348.8562,-0.1265259, -0.03968811, 0.05612183,0.01663208, 0.07066345, -0.009490967
02:51:33.947 PM,115.9936, 141.8941, -286.7253,351.6367, 191.4015, 348.863,0.08126068, -0.008377075, -0.04522705,0.01849365, -0.03964233, 0.006866455
02:51:33.956 PM,116.1789, 141.8593, -286.8289,351.5938, 191.291, 348.8329,0.1853485, -0.03486633, -0.1035156,-0.04284668, -0.1104279, -0.03009033
02:51:33.967 PM,116.0283, 141.5272, -286.8466,351.6174, 191.3661, 348.7253,-0.1506119, -0.332016, -0.01773071,0.02362061, 0.07510376, -0.107666
02:51:33.979 PM,115.9907, 141.9249, -286.708,351.5521, 191.3874, 348.8321,-0.03762054, 0.3976288, 0.1385498,-0.06530762, 0.02125549, 0.106781
02:51:33.989 PM,116.1535, 141.9076, -286.8055,351.626, 191.3159, 348.8633,0.1628647, -0.01722717, -0.09747314,0.07388306, -0.0715332, 0.03121948
02:51:34.000 PM,116.0906, 141.8672, -286.7828,351.6064, 191.3445, 348.8384,-0.0629425, -0.04045105, 0.0227356,-0.01959229, 0.02859497, -0.02484131
02:51:34.015 PM,116.0639, 141.8418, -286.7797,351.5994, 191.3522, 348.825,-0.02671051, -0.02537537, 0.003112793,-0.006988525, 0.007781982, -0.01339722
02:51:34.023 PM,116.0799, 141.8605, -286.7812,351.564, 191.3376, 348.8143,0.01596832, 0.01873779, -0.001525879,-0.03546143, -0.01469421, -0.01071167
02:51:34.035 PM,116.0665, 141.8103, -286.7892,351.604, 191.3529, 348.8136,-0.01333618, -0.05026245, -0.007965088,0.04003906, 0.01533508, -0.0007019043
02:51:34.046 PM,116.011, 141.964, -286.7127,351.5717, 191.3804, 348.8532,-0.05554962, 0.1536865, 0.07641602,-0.03231812, 0.02754211, 0.03955078
02:51:34.057 PM,116.0551, 141.7623, -286.8,351.6153, 191.3589, 348.8031,0.04409027, -0.2016907, -0.08724976,0.04364014, -0.02149963, -0.05010986
02:51:34.068 PM,116.0533, 141.9261, -286.747,351.5584, 191.3553, 348.8347,-0.001747131, 0.1638184, 0.052948,-0.05688477, -0.003662109, 0.03161621
02:51:34.079 PM,116.0917, 141.9829, -286.7512,351.5796, 191.3427, 348.8673,0.03842163, 0.0567627, -0.004119873,0.0211792, -0.01252747, 0.03262329
02:51:34.090 PM,116.0683, 141.8397, -286.7793,351.594, 191.3539, 348.8212,-0.02349091, -0.1431732, -0.02813721,0.0144043, 0.01113892, -0.04611206
02:51:34.101 PM,116.0519, 141.8301, -286.7756,351.601, 191.364, 348.8208,-0.01637268, -0.009597778, 0.003723145,0.006988525, 0.01014709, -0.0003662109
02:51:34.112 PM,116.138, 141.752, -286.8434,351.6181, 191.3231, 348.8015,0.08607483, -0.07804871, -0.06784058,0.01708984, -0.04095459, -0.01934814
02:51:34.123 PM,116.2238, 141.8354, -286.8594,351.5787, 191.2705, 348.8167,0.08586121, 0.08335876, -0.01599121,-0.03936768, -0.05255127, 0.01525879
02:51:34.135 PM,117.2674, 141.0952, -287.6444,351.6092, 190.6795, 348.5832,1.043564, -0.7402191, -0.7849731,0.03048706, -0.5910492, -0.2335815
02:51:34.146 PM,119.6952, 142.5592, -288.4581,351.4419, 189.3629, 349.0739,2.427773, 1.464035, -0.8136902,-0.1672974, -1.316589, 0.4907227
02:51:34.158 PM,121.8851, 141.7072, -289.825,351.5389, 188.1474, 348.8486,2.189957, -0.8519897, -1.366882,0.09698486, -1.215469, -0.2253113
02:51:34.168 PM,123.0029, 141.4496, -290.4548,351.3199, 187.4588, 348.668,1.117752, -0.2576141, -0.6298523,-0.2190247, -0.6886444, -0.180542
02:51:34.179 PM,123.8249, 141.7723, -290.7332,351.4144, 187.0118, 348.8506,0.8220596, 0.3226776, -0.2784424,0.09448242, -0.446991, 0.1826172
02:51:34.190 PM,124.6527, 141.1162, -291.304,351.583, 186.5832, 348.6949,0.827774, -0.6560669, -0.5707092,0.1686707, -0.4285583, -0.1557312
02:51:34.203 PM,125.8545, 140.5245, -292.0198,351.8775, 186.0119, 348.6207,1.20182, -0.5916901, -0.7158813,0.2944641, -0.5713501, -0.07424927
02:51:34.213 PM,125.6708, 140.2584, -292.0157,352.1935, 186.1969, 348.6724,-0.1836853, -0.2661743, 0.004180908,0.31604, 0.1850128, 0.05172729
02:51:34.224 PM,124.7993, 140.2696, -291.6138,352.3911, 186.7105, 348.7498,-0.8715515, 0.01124573, 0.401825,0.1976013, 0.5136261, 0.07745361
02:51:34.236 PM,124.8199, 139.8617, -291.703,352.6856, 186.7364, 348.7277,0.02066803, -0.4079437, -0.08914185,0.2944336, 0.02589417, -0.02218628
02:51:34.246 PM,125.5752, 141.0925, -291.5957,353.6041, 186.5376, 349.5641,0.755249, 1.230865, 0.1072693,0.9184875, -0.198761, 0.8364563
02:51:34.258 PM,127.153, 145.8717, -290.7469,354.3432, 186.0305, 351.5819,1.57782, 4.779205, 0.8487854,0.7391663, -0.5071716, 2.017822
02:51:34.269 PM,129.3613, 151.3372, -289.8369,354.9019, 185.3054, 353.7842,2.208328, 5.465454, 0.9100342,0.5586853, -0.7250824, 2.20224
02:51:34.280 PM,132.3973, 157.1786, -288.9371,355.7814, 184.4378, 356.2858,3.03595, 5.8414, 0.8997498,0.8795166, -0.8675842, 2.501617
02:51:34.291 PM,136.6442, 164.061, -287.9629,356.8607, 183.3152, 359.2731,4.246872, 6.882416, 0.9742432,1.079315, -1.12265, 2.987335
02:51:34.302 PM,140.9717, 171.1485, -286.5873,357.7216, 182.2921, 2.274395,4.327515, 7.087509, 1.37561,0.8608398, -1.023026, -356.9987
02:51:34.313 PM,144.3488, 177.6822, -284.6636,358.1944, 181.6655, 4.928721,3.377106, 6.533646, 1.923706,0.4728088, -0.6266785, 2.654326
02:51:34.324 PM,146.157, 182.5555, -282.6716,358.2029, 181.4032, 6.738209,1.808243, 4.873367, 1.992004,0.008453369, -0.2622986, 1.809488
02:51:34.335 PM,146.4814, 186.1085, -280.5727,357.7787, 181.3815, 7.801108,0.3243256, 3.552933, 2.098907,-0.4241333, -0.02165222, 1.0629
02:51:34.346 PM,145.9444, 189.3026, -278.1745,357.0174, 181.4718, 8.516174,-0.536911, 3.194122, 2.398163,-0.7612915, 0.090271, 0.715066
02:51:34.358 PM,145.4962, 192.0426, -276.0081,356.3103, 181.437, 9.065112,-0.4482422, 2.740005, 2.166351,-0.7071533, -0.0348053, 0.5489378
02:51:34.369 PM,143.8578, 194.1681, -273.6124,355.1964, 181.6148, 9.153821,-1.638382, 2.125534, 2.395721,-1.113861, 0.1778259, 0.08870888
02:51:34.380 PM,140.6547, 194.8542, -271.2893,353.6525, 182.0213, 8.420435,-3.203094, 0.6861267, 2.323151,-1.543915, 0.4064789, -0.733386
02:51:34.391 PM,135.4537, 192.5635, -269.6658,351.9863, 182.9649, 6.410127,-5.20105, -2.290771, 1.623505,-1.666229, 0.9436188, -2.010308
02:51:34.402 PM,129.87, 189.6598, -268.0903,350.3475, 184.2166, 4.173992,-5.583649, -2.903702, 1.575439,-1.638733, 1.251709, -2.236135
02:51:34.413 PM,124.0152, 186.4691, -266.4503,348.9758, 185.8634, 1.846429,-5.854851, -3.190643, 1.640015,-1.371704, 1.64682, -2.327564
02:51:34.424 PM,118.7072, 182.9309, -264.9102,348.233, 187.6582, 359.6909,-5.307938, -3.538208, 1.540131,-0.7427979, 1.7948, 357.8444
02:51:34.437 PM,114.281, 180.2557, -263.2104,348.1464, 189.424, 358.1397,-4.426277, -2.675217, 1.699738,-0.0866394, 1.765747, -1.551178
02:51:34.447 PM,110.7127, 179.4752, -261.1831,348.2823, 190.979, 357.3293,-3.568253, -0.7804871, 2.027344,0.1358948, 1.555084, -0.8103943
02:51:34.458 PM,108.2077, 180.003, -258.8004,348.675, 192.2273, 357.2244,-2.50502, 0.5277557, 2.382721,0.3927612, 1.248245, -0.1048889
02:51:34.469 PM,106.1408, 180.7071, -256.531,348.8909, 193.1632, 357.1131,-2.066879, 0.7041626, 2.269409,0.2158508, 0.9358978, -0.1112976
02:51:34.481 PM,104.1672, 181.0875, -254.4814,348.8422, 193.8412, 356.692,-1.973633, 0.3803558, 2.049591,-0.04870605, 0.6780243, -0.4211426
02:51:34.492 PM,102.0057, 181.2507, -252.2266,348.0589, 194.2814, 355.9043,-2.161469, 0.1631775, 2.254822,-0.7832642, 0.4401855, -0.7876587
02:51:34.503 PM,99.49767, 180.7504, -250.0494,347.0851, 194.7852, 354.7563,-2.508041, -0.5002747, 2.177139,-0.9738464, 0.5037994, -1.14798
